epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test_loss,train_loss,val_loss
3,,,8799,,0.5712912082672119,
3,,,8849,,0.570320725440979,
3,,,8899,,0.5703644156455994,
3,,,8949,,0.5728943347930908,
3,,,8999,,0.5715979933738708,
3,,,9049,,0.5722717046737671,
3,,,9099,,0.5691657662391663,
3,,,9149,,0.5709040760993958,
3,,,9199,,0.5729740262031555,
3,,,9249,,0.5681251287460327,
3,,,9299,,0.5665320754051208,
3,,,9349,,0.5642775297164917,
3,,,9399,,0.5662128925323486,
3,,,9449,,0.5656230449676514,
3,,,9499,,0.5648757815361023,
3,,,9549,,0.5642630457878113,
3,,,9599,,0.5608351230621338,
3,,,9649,,0.5619773268699646,
3,,,9699,,0.5597885251045227,
3,,,9749,,0.5600032210350037,
3,,,9763,,,0.8446897864341736
,0.00011273672514291846,0.00011273672514291846,9764,,,
4,,,9799,,0.5548525452613831,
4,,,9849,,0.5513456463813782,
4,,,9899,,0.5488578081130981,
4,,,9949,,0.5435220003128052,
4,,,9999,,0.5422489047050476,
4,,,10049,,0.5359127521514893,
4,,,10099,,0.5342200994491577,
4,,,10149,,0.5290804505348206,
4,,,10199,,0.5253131985664368,
4,,,10249,,0.52265465259552,
4,,,10299,,0.5206244587898254,
4,,,10349,,0.5206519365310669,
4,,,10399,,0.5166610479354858,
4,,,10449,,0.5137612223625183,
4,,,10499,,0.5132653117179871,
4,,,10549,,0.5087401270866394,
4,,,10599,,0.5081754326820374,
4,,,10649,,0.5039215087890625,
4,,,10699,,0.5029200315475464,
4,,,10749,,0.49821168184280396,
4,,,10799,,0.49814799427986145,
4,,,10849,,0.49797338247299194,
4,,,10899,,0.49642038345336914,
4,,,10949,,0.49606576561927795,
4,,,10999,,0.4937976598739624,
4,,,11049,,0.49382585287094116,
4,,,11099,,0.49385496973991394,
4,,,11149,,0.49445128440856934,
4,,,11199,,0.4933986961841583,
4,,,11249,,0.49254077672958374,
4,,,11299,,0.4935792088508606,
4,,,11349,,0.4938746988773346,
4,,,11399,,0.49283233284950256,
4,,,11449,,0.4931369721889496,
4,,,11499,,0.491908997297287,
4,,,11549,,0.4922511875629425,
4,,,11599,,0.49071213603019714,
4,,,11649,,0.4916703999042511,
4,,,11699,,0.4897869825363159,
4,,,11749,,0.49082669615745544,
4,,,11799,,0.49000635743141174,
4,,,11849,,0.4890419542789459,
4,,,11899,,0.48922649025917053,
4,,,11949,,0.48979517817497253,
4,,,11999,,0.4893213212490082,
4,,,12049,,0.49212223291397095,
4,,,12099,,0.4917738437652588,
4,,,12149,,0.48981979489326477,
4,,,12199,,0.4909888505935669,
4,,,12204,,,0.83880215883255
,0.00011273672514291846,0.00011273672514291846,12205,,,
5,,,12249,,0.489820659160614,
5,,,12299,,0.48542556166648865,
5,,,12349,,0.4838060140609741,
5,,,12399,,0.48197245597839355,
5,,,12449,,0.47900083661079407,
5,,,12499,,0.4758951663970947,
5,,,12549,,0.47308027744293213,
5,,,12599,,0.47208988666534424,
5,,,12649,,0.4698631763458252,
5,,,12699,,0.4678342342376709,
5,,,12749,,0.46477365493774414,
5,,,12799,,0.46340495347976685,
5,,,12849,,0.46152037382125854,
5,,,12899,,0.459415078163147,
5,,,12949,,0.4560142457485199,
5,,,12999,,0.4543784260749817,
5,,,13049,,0.4491816759109497,
5,,,13099,,0.44640523195266724,
5,,,13149,,0.44825103878974915,
5,,,13199,,0.4451403021812439,
5,,,13249,,0.4433494210243225,
5,,,13299,,0.4448685646057129,
5,,,13349,,0.4439903497695923,
5,,,13399,,0.4445125460624695,
5,,,13449,,0.44439923763275146,
5,,,13499,,0.4447823464870453,
5,,,13549,,0.4465693533420563,
5,,,13599,,0.44504550099372864,
5,,,13649,,0.444453626871109,
5,,,13699,,0.44399234652519226,
5,,,13749,,0.44391772150993347,
5,,,13799,,0.4435938596725464,
5,,,13849,,0.44473421573638916,
5,,,13899,,0.4436977505683899,
5,,,13949,,0.44345781207084656,
5,,,13999,,0.44259113073349,
5,,,14049,,0.44427576661109924,
5,,,14099,,0.44479724764823914,
5,,,14149,,0.44156667590141296,
5,,,14199,,0.44153422117233276,
5,,,14249,,0.4427068829536438,
5,,,14299,,0.4404433071613312,
5,,,14349,,0.4396876096725464,
5,,,14399,,0.4373795688152313,
5,,,14449,,0.43841037154197693,
5,,,14499,,0.43708959221839905,
5,,,14549,,0.43385183811187744,
5,,,14599,,0.4344499707221985,
5,,,14645,,,0.9660012125968933
,0.00011273672514291846,0.00011273672514291846,14646,,,
6,,,14649,,0.43431317806243896,
6,,,14699,,0.4324119985103607,
6,,,14749,,0.430937260389328,
6,,,14799,,0.42916008830070496,
6,,,14849,,0.42570406198501587,
6,,,14899,,0.4245627522468567,
6,,,14949,,0.42324206233024597,
6,,,14999,,0.42178618907928467,
6,,,15049,,0.41856059432029724,
6,,,15099,,0.4174557030200958,
6,,,15149,,0.4156933128833771,
6,,,15199,,0.4120407700538635,
6,,,15249,,0.4101412296295166,
6,,,15299,,0.40979906916618347,
6,,,15349,,0.408233106136322,
6,,,15399,,0.4067361354827881,
6,,,15449,,0.40616893768310547,
6,,,15499,,0.4048045575618744,
6,,,15549,,0.40410229563713074,
6,,,15599,,0.40320849418640137,
6,,,15649,,0.4031878113746643,
6,,,15699,,0.4025568962097168,
6,,,15749,,0.4017490744590759,
6,,,15799,,0.40261468291282654,
6,,,15849,,0.40327534079551697,
6,,,15899,,0.4038941562175751,
6,,,15949,,0.40512755513191223,
6,,,15999,,0.40413376688957214,
6,,,16049,,0.4047592580318451,
6,,,16099,,0.40371981263160706,
6,,,16149,,0.40397879481315613,
6,,,16199,,0.40465980768203735,
6,,,16249,,0.40577274560928345,
6,,,16299,,0.4065691828727722,
6,,,16349,,0.40795737504959106,
6,,,16399,,0.40905705094337463,
6,,,16449,,0.4072096347808838,
6,,,16499,,0.4072299599647522,
6,,,16549,,0.40763723850250244,
6,,,16599,,0.4068790674209595,
6,,,16649,,0.4041873514652252,
6,,,16699,,0.4046960175037384,
6,,,16749,,0.40452805161476135,
6,,,16799,,0.4042853116989136,
6,,,16849,,0.4050326645374298,
6,,,16899,,0.403682142496109,
6,,,16949,,0.4023444950580597,
6,,,16999,,0.40311896800994873,
6,,,17049,,0.403218150138855,
6,,,17086,,,0.6838287115097046
,0.00011273672514291846,0.00011273672514291846,17087,,,
7,,,17099,,0.403422087430954,
7,,,17149,,0.40187275409698486,
7,,,17199,,0.39969679713249207,
7,,,17249,,0.3963642716407776,
7,,,17299,,0.39394912123680115,
7,,,17349,,0.3906598389148712,
7,,,17399,,0.3886241614818573,
7,,,17449,,0.3887975811958313,
7,,,17499,,0.38746848702430725,
7,,,17549,,0.38583052158355713,
7,,,17599,,0.38465777039527893,
7,,,17649,,0.38454669713974,
7,,,17699,,0.38453927636146545,
7,,,17749,,0.3834436535835266,
7,,,17799,,0.3817773759365082,
7,,,17849,,0.3796328902244568,
7,,,17899,,0.37849143147468567,
7,,,17949,,0.37755754590034485,
7,,,17999,,0.3754895031452179,
7,,,18049,,0.37345120310783386,
7,,,18099,,0.3732944428920746,
7,,,18149,,0.37315651774406433,
7,,,18199,,0.3749159872531891,
7,,,18249,,0.3767234981060028,
7,,,18299,,0.3773322105407715,
7,,,18349,,0.3777450621128082,
7,,,18399,,0.37935614585876465,
7,,,18449,,0.37800654768943787,
7,,,18499,,0.3792925477027893,
7,,,18549,,0.37998348474502563,
7,,,18599,,0.38025689125061035,
7,,,18649,,0.38074710965156555,
7,,,18699,,0.3793424665927887,
7,,,18749,,0.37926360964775085,
7,,,18799,,0.378743439912796,
7,,,18849,,0.37781140208244324,
7,,,18899,,0.378741979598999,
7,,,18949,,0.3783072531223297,
7,,,18999,,0.3771623373031616,
7,,,19049,,0.37852969765663147,
7,,,19099,,0.376349538564682,
7,,,19149,,0.3775213062763214,
7,,,19199,,0.37716734409332275,
7,,,19249,,0.37557756900787354,
7,,,19299,,0.375271201133728,
7,,,19349,,0.37347933650016785,
7,,,19399,,0.37282246351242065,
7,,,19449,,0.3723866641521454,
7,,,19499,,0.3707810640335083,
7,,,19527,,,0.6931318640708923
,0.00011273672514291846,0.00011273672514291846,19528,,,
8,,,19549,,0.3697868883609772,
8,,,19599,,0.3681453466415405,
8,,,19649,,0.3664117455482483,
8,,,19699,,0.3656265437602997,
8,,,19749,,0.3642086684703827,
8,,,19799,,0.3625950217247009,
8,,,19849,,0.36285436153411865,
8,,,19899,,0.3601975739002228,
8,,,19949,,0.35872209072113037,
8,,,19999,,0.3594251275062561,
8,,,20049,,0.3571094870567322,
8,,,20099,,0.35651835799217224,
8,,,20149,,0.35646429657936096,
8,,,20199,,0.3567597270011902,
8,,,20249,,0.35656893253326416,
8,,,20299,,0.3560984432697296,
8,,,20349,,0.3575969338417053,
8,,,20399,,0.3557906746864319,
8,,,20449,,0.3544653058052063,
8,,,20499,,0.3544462323188782,
8,,,20549,,0.35535746812820435,
8,,,20599,,0.35761532187461853,
8,,,20649,,0.35646575689315796,
8,,,20699,,0.356602281332016,
8,,,20749,,0.356760174036026,
8,,,20799,,0.3576766550540924,
8,,,20849,,0.3570215702056885,
8,,,20899,,0.35888341069221497,
8,,,20949,,0.3599132001399994,
8,,,20999,,0.3597065210342407,
8,,,21049,,0.3597198724746704,
8,,,21099,,0.362286776304245,
8,,,21149,,0.36116188764572144,
8,,,21199,,0.35929402709007263,
8,,,21249,,0.3586358428001404,
8,,,21299,,0.3578268885612488,
8,,,21349,,0.3559357523918152,
8,,,21399,,0.35567232966423035,
8,,,21449,,0.35563015937805176,
8,,,21499,,0.3552691340446472,
8,,,21549,,0.3531196713447571,
8,,,21599,,0.3515090048313141,
8,,,21649,,0.3524071276187897,
8,,,21699,,0.35124075412750244,
8,,,21749,,0.3528837561607361,
8,,,21799,,0.3524318039417267,
8,,,21849,,0.3527301251888275,
8,,,21899,,0.35149410367012024,
8,,,21949,,0.3516157567501068,
8,,,21968,,,0.5556150674819946
,0.00011273672514291846,0.00011273672514291846,21969,,,
9,,,21999,,0.3515690267086029,
9,,,22049,,0.35040658712387085,
9,,,22099,,0.34760451316833496,
9,,,22149,,0.3456680178642273,
9,,,22199,,0.3443354666233063,
9,,,22249,,0.3447628617286682,
9,,,22299,,0.34437045454978943,
9,,,22349,,0.34303873777389526,
9,,,22399,,0.342963308095932,
9,,,22449,,0.34219369292259216,
9,,,22499,,0.3409207761287689,
9,,,22549,,0.34006598591804504,
9,,,22599,,0.3380802571773529,
9,,,22649,,0.33694371581077576,
9,,,22699,,0.33726000785827637,
9,,,22749,,0.33567389845848083,
9,,,22799,,0.33486783504486084,
9,,,22849,,0.3335091471672058,
9,,,22899,,0.3324655294418335,
9,,,22949,,0.3308772146701813,
9,,,22999,,0.3294295072555542,
9,,,23049,,0.32867488265037537,
9,,,23099,,0.3277736306190491,
9,,,23149,,0.3274211585521698,
9,,,23199,,0.32831645011901855,
9,,,23249,,0.32720962166786194,
9,,,23299,,0.3267090320587158,
9,,,23349,,0.3270191550254822,
9,,,23399,,0.3273053467273712,
9,,,23449,,0.32736051082611084,
9,,,23499,,0.3274287283420563,
9,,,23549,,0.32861045002937317,
9,,,23599,,0.3292005956172943,
9,,,23649,,0.3313314914703369,
9,,,23699,,0.33123457431793213,
9,,,23749,,0.33082956075668335,
9,,,23799,,0.3291540741920471,
9,,,23849,,0.3292093575000763,
9,,,23899,,0.32913917303085327,
9,,,23949,,0.3304940462112427,
9,,,23999,,0.32978641986846924,
9,,,24049,,0.33167126774787903,
9,,,24099,,0.3318426012992859,
9,,,24149,,0.33145883679389954,
9,,,24199,,0.33076557517051697,
9,,,24249,,0.33086615800857544,
9,,,24299,,0.3314052224159241,
9,,,24349,,0.33266481757164,
9,,,24399,,0.3316648602485657,
9,,,24409,,,0.6723847389221191
,0.00011273672514291846,0.00011273672514291846,24410,,,
10,,,24449,,0.33051517605781555,
10,,,24499,,0.3296543061733246,
10,,,24549,,0.32853153347969055,
10,,,24599,,0.326480895280838,
10,,,24649,,0.324098140001297,
10,,,24699,,0.32206904888153076,
10,,,24749,,0.32111766934394836,
10,,,24799,,0.3222793936729431,
10,,,24849,,0.32161182165145874,
10,,,24899,,0.32079023122787476,
10,,,24949,,0.3188716471195221,
10,,,24999,,0.31921297311782837,
10,,,25049,,0.3181431293487549,
10,,,25099,,0.3163914680480957,
10,,,25149,,0.3164670765399933,
10,,,25199,,0.315533846616745,
10,,,25249,,0.3157002925872803,
10,,,25299,,0.3140394389629364,
10,,,25349,,0.3133726119995117,
10,,,25399,,0.31256216764450073,
10,,,25449,,0.31374019384384155,
10,,,25499,,0.31327390670776367,
10,,,25549,,0.31275931000709534,
10,,,25599,,0.31471219658851624,
10,,,25649,,0.3134424388408661,
10,,,25699,,0.3133566379547119,
10,,,25749,,0.31237614154815674,
10,,,25799,,0.31265097856521606,
10,,,25849,,0.3131803572177887,
10,,,25899,,0.31313470005989075,
10,,,25949,,0.3131740987300873,
10,,,25999,,0.3148205578327179,
10,,,26049,,0.3151266276836395,
10,,,26099,,0.3162851333618164,
10,,,26149,,0.3157334327697754,
10,,,26199,,0.3166476786136627,
10,,,26249,,0.31419822573661804,
10,,,26299,,0.31641435623168945,
10,,,26349,,0.3149208724498749,
10,,,26399,,0.3160514831542969,
10,,,26449,,0.31430336833000183,
10,,,26499,,0.3148766756057739,
10,,,26549,,0.3148055970668793,
10,,,26599,,0.31452468037605286,
10,,,26649,,0.3150842785835266,
10,,,26699,,0.3162786364555359,
10,,,26749,,0.3182004690170288,
10,,,26799,,0.31703928112983704,
10,,,26849,,0.3163982331752777,
10,,,26850,,,0.6244209408760071
,0.00011273672514291846,0.00011273672514291846,26851,,,
11,,,26899,,0.3154783844947815,
11,,,26949,,0.3146454393863678,
11,,,26999,,0.3118811547756195,
11,,,27049,,0.31029030680656433,
11,,,27099,,0.30906185507774353,
11,,,27149,,0.30834245681762695,
11,,,27199,,0.306906521320343,
11,,,27249,,0.3075176179409027,
11,,,27299,,0.30445095896720886,
11,,,27349,,0.303486168384552,
11,,,27399,,0.30215346813201904,
11,,,27449,,0.30178171396255493,
11,,,27499,,0.3010236620903015,
11,,,27549,,0.2998499572277069,
11,,,27599,,0.29873377084732056,
11,,,27649,,0.2989681661128998,
11,,,27699,,0.29836729168891907,
11,,,27749,,0.2968158423900604,
11,,,27799,,0.29562801122665405,
11,,,27849,,0.2952417731285095,
11,,,27899,,0.29621681571006775,
11,,,27949,,0.2958190143108368,
11,,,27999,,0.29626381397247314,
11,,,28049,,0.29560378193855286,
11,,,28099,,0.29518717527389526,
11,,,28149,,0.29562970995903015,
11,,,28199,,0.29615435004234314,
11,,,28249,,0.2958667576313019,
11,,,28299,,0.2954469323158264,
11,,,28349,,0.2966170012950897,
11,,,28399,,0.2963680922985077,
11,,,28449,,0.29596850275993347,
11,,,28499,,0.295524001121521,
11,,,28549,,0.2969941198825836,
11,,,28599,,0.29736486077308655,
11,,,28649,,0.296186238527298,
11,,,28699,,0.2957706153392792,
11,,,28749,,0.29590538144111633,
11,,,28799,,0.29665520787239075,
11,,,28849,,0.29702335596084595,
11,,,28899,,0.29560205340385437,
11,,,28949,,0.29603511095046997,
11,,,28999,,0.2960278391838074,
11,,,29049,,0.2977219223976135,
11,,,29099,,0.29832062125205994,
11,,,29149,,0.2980102300643921,
11,,,29199,,0.2968429923057556,
11,,,29249,,0.29732343554496765,
11,,,29291,,,0.5960065126419067
,0.00011273672514291846,0.00011273672514291846,29292,,,
12,,,29299,,0.2980181574821472,
12,,,29349,,0.29704907536506653,
12,,,29399,,0.295912504196167,
12,,,29449,,0.2965346574783325,
12,,,29499,,0.29715460538864136,
12,,,29549,,0.2959428131580353,
12,,,29599,,0.29446589946746826,
12,,,29649,,0.294821172952652,
12,,,29699,,0.2941609025001526,
12,,,29749,,0.2926304042339325,
12,,,29799,,0.29157933592796326,
12,,,29849,,0.2898792624473572,
12,,,29899,,0.2901260256767273,
12,,,29949,,0.28959909081459045,
12,,,29999,,0.28878074884414673,
12,,,30049,,0.28718793392181396,
12,,,30099,,0.2867172658443451,
12,,,30149,,0.286558598279953,
12,,,30199,,0.28548356890678406,
12,,,30249,,0.2837044596672058,
12,,,30299,,0.2831413745880127,
12,,,30349,,0.28334128856658936,
12,,,30399,,0.28469714522361755,
12,,,30449,,0.2842250466346741,
12,,,30499,,0.2837401032447815,
12,,,30549,,0.2838840186595917,
12,,,30599,,0.28487011790275574,
12,,,30649,,0.2854110598564148,
12,,,30699,,0.2864214777946472,
12,,,30749,,0.28794026374816895,
12,,,30799,,0.2883099615573883,
12,,,30849,,0.28842833638191223,
12,,,30899,,0.28797391057014465,
12,,,30949,,0.2873070240020752,
12,,,30999,,0.28649309277534485,
12,,,31049,,0.28783920407295227,
12,,,31099,,0.2870994210243225,
12,,,31149,,0.28652650117874146,
12,,,31199,,0.28704339265823364,
12,,,31249,,0.2890053391456604,
12,,,31299,,0.28947335481643677,
12,,,31349,,0.2893104553222656,
12,,,31399,,0.2888486683368683,
12,,,31449,,0.2892979383468628,
12,,,31499,,0.28914138674736023,
12,,,31549,,0.2887522578239441,
12,,,31599,,0.2884422242641449,
12,,,31649,,0.28682300448417664,
12,,,31699,,0.28596076369285583,
12,,,31732,,,0.5275776982307434
,0.00011273672514291846,0.00011273672514291846,31733,,,
13,,,31749,,0.2854969799518585,
13,,,31799,,0.28523361682891846,
13,,,31849,,0.28497013449668884,
13,,,31899,,0.2845437228679657,
13,,,31949,,0.28494229912757874,
13,,,31999,,0.285135418176651,
13,,,32049,,0.283101886510849,
13,,,32099,,0.28339719772338867,
13,,,32149,,0.28387343883514404,
13,,,32199,,0.2843685746192932,
13,,,32249,,0.2816177010536194,
13,,,32299,,0.2804327607154846,
13,,,32349,,0.2799927294254303,
13,,,32399,,0.27864041924476624,
13,,,32449,,0.2779824733734131,
13,,,32499,,0.27706313133239746,
13,,,32549,,0.2772263288497925,
13,,,32599,,0.27710530161857605,
13,,,32649,,0.2778972387313843,
13,,,32699,,0.2776927649974823,
13,,,32749,,0.27706408500671387,
13,,,32799,,0.277290940284729,
13,,,32849,,0.2769712209701538,
13,,,32899,,0.27774885296821594,
13,,,32949,,0.2778892517089844,
13,,,32999,,0.2772674858570099,
13,,,33049,,0.27801936864852905,
13,,,33099,,0.278497576713562,
13,,,33149,,0.2773135006427765,
13,,,33199,,0.2765929400920868,
13,,,33249,,0.276679664850235,
13,,,33299,,0.27622342109680176,
13,,,33349,,0.27692246437072754,
13,,,33399,,0.27716654539108276,
13,,,33449,,0.2770218849182129,
13,,,33499,,0.27657198905944824,
13,,,33549,,0.27691683173179626,
13,,,33599,,0.27648788690567017,
13,,,33649,,0.27588650584220886,
13,,,33699,,0.2753448784351349,
13,,,33749,,0.27522048354148865,
13,,,33799,,0.27561137080192566,
13,,,33849,,0.2757623493671417,
13,,,33899,,0.2754393517971039,
13,,,33949,,0.27572959661483765,
13,,,33999,,0.2761724591255188,
13,,,34049,,0.27623799443244934,
13,,,34099,,0.27480819821357727,
13,,,34149,,0.2751225233078003,
13,,,34173,,,0.7134292721748352
,0.00011273672514291846,0.00011273672514291846,34174,,,
14,,,34199,,0.2748981714248657,
14,,,34249,,0.2747338116168976,
14,,,34299,,0.2751058042049408,
14,,,34349,,0.27406278252601624,
14,,,34399,,0.2747837007045746,
14,,,34449,,0.27336588501930237,
14,,,34499,,0.27299830317497253,
14,,,34549,,0.27251413464546204,
14,,,34599,,0.27195990085601807,
14,,,34649,,0.27185580134391785,
14,,,34699,,0.2711707353591919,
14,,,34749,,0.27057304978370667,
14,,,34799,,0.2696804106235504,
14,,,34849,,0.2701314687728882,
14,,,34899,,0.26899290084838867,
14,,,34949,,0.2678670287132263,
14,,,34999,,0.2661895453929901,
14,,,35049,,0.2656807601451874,
14,,,35099,,0.26538386940956116,
14,,,35149,,0.26501333713531494,
14,,,35199,,0.26481741666793823,
14,,,35249,,0.2651674449443817,
14,,,35299,,0.26461559534072876,
14,,,35349,,0.26374173164367676,
14,,,35399,,0.26280224323272705,
14,,,35449,,0.26406750082969666,
14,,,35499,,0.26432788372039795,
14,,,35549,,0.26318368315696716,
14,,,35599,,0.2629773020744324,
14,,,35649,,0.26306360960006714,
14,,,35699,,0.2637484073638916,
14,,,35749,,0.26473212242126465,
14,,,35799,,0.2643905282020569,
14,,,35849,,0.2643888592720032,
14,,,35899,,0.2645321190357208,
14,,,35949,,0.264253705739975,
14,,,35999,,0.2645326554775238,
14,,,36049,,0.2641579210758209,
14,,,36099,,0.2650374174118042,
14,,,36149,,0.26482218503952026,
14,,,36199,,0.2643139958381653,
14,,,36249,,0.26520615816116333,
14,,,36299,,0.26512518525123596,
14,,,36349,,0.26580876111984253,
14,,,36399,,0.26616328954696655,
14,,,36449,,0.26638591289520264,
14,,,36499,,0.266303151845932,
14,,,36549,,0.2666596472263336,
14,,,36599,,0.2666723132133484,
14,,,36614,,,0.4703482687473297
,0.00011273672514291846,0.00011273672514291846,36615,,,
15,,,36649,,0.266516774892807,
15,,,36699,,0.26543915271759033,
15,,,36749,,0.26330453157424927,
15,,,36799,,0.2637799084186554,
15,,,36849,,0.26233288645744324,
15,,,36899,,0.26192614436149597,
15,,,36949,,0.26121172308921814,
