epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test_loss,test_loss_q25,test_loss_q5,test_loss_q50,test_loss_q75,test_loss_q95,train_loss,val_loss,val_loss_q10,val_loss_q50,val_loss_q90
,0.00011273672514291846,0.00011273672514291846,0,,,,,,,,,,,
0,,,49,,,,,,,1.2916061878204346,,,,
0,,,99,,,,,,,1.2055176496505737,,,,
0,,,149,,,,,,,1.104159951210022,,,,
0,,,199,,,,,,,1.0167720317840576,,,,
0,,,249,,,,,,,0.9585620164871216,,,,
0,,,299,,,,,,,0.9087710380554199,,,,
0,,,349,,,,,,,0.8742562532424927,,,,
0,,,399,,,,,,,0.841935396194458,,,,
0,,,449,,,,,,,0.8150816559791565,,,,
0,,,499,,,,,,,0.7935777902603149,,,,
0,,,549,,,,,,,0.7741937041282654,,,,
0,,,599,,,,,,,0.7546537518501282,,,,
0,,,649,,,,,,,0.740095853805542,,,,
0,,,699,,,,,,,0.7260029911994934,,,,
0,,,749,,,,,,,0.7107980847358704,,,,
0,,,799,,,,,,,0.6956154108047485,,,,
0,,,849,,,,,,,0.6810547709465027,,,,
0,,,899,,,,,,,0.6695876717567444,,,,
0,,,949,,,,,,,0.6584624648094177,,,,
0,,,999,,,,,,,0.6481900811195374,,,,
0,,,1049,,,,,,,0.6046828627586365,,,,
0,,,1099,,,,,,,0.5702261924743652,,,,
0,,,1149,,,,,,,0.5455416440963745,,,,
0,,,1199,,,,,,,0.5269342064857483,,,,
0,,,1249,,,,,,,0.5103274583816528,,,,
0,,,1299,,,,,,,0.49694177508354187,,,,
0,,,1349,,,,,,,0.48226863145828247,,,,
0,,,1399,,,,,,,0.47012898325920105,,,,
0,,,1449,,,,,,,0.45875561237335205,,,,
0,,,1499,,,,,,,0.4468687176704407,,,,
0,,,1549,,,,,,,0.43561410903930664,,,,
0,,,1599,,,,,,,0.42560482025146484,,,,
0,,,1649,,,,,,,0.41451096534729004,,,,
0,,,1699,,,,,,,0.40357285737991333,,,,
0,,,1749,,,,,,,0.39505666494369507,,,,
0,,,1799,,,,,,,0.38753873109817505,,,,
0,,,1849,,,,,,,0.38087645173072815,,,,
0,,,1899,,,,,,,0.3723903298377991,,,,
0,,,1949,,,,,,,0.36547350883483887,,,,
0,,,1999,,,,,,,0.35862529277801514,,,,
0,,,2049,,,,,,,0.35315242409706116,,,,
0,,,2099,,,,,,,0.3466178774833679,,,,
0,,,2149,,,,,,,0.34080320596694946,,,,
0,,,2199,,,,,,,0.3364960849285126,,,,
0,,,2249,,,,,,,0.33128809928894043,,,,
0,,,2299,,,,,,,0.3265955448150635,,,,
0,,,2349,,,,,,,0.32210832834243774,,,,
0,,,2399,,,,,,,0.3167571723461151,,,,
0,,,2440,,,,,,,,0.2892802953720093,0.20311899483203888,0.438175231218338,0.22654667496681213
,0.00011273672514291846,0.00011273672514291846,2441,,,,,,,,,,,
1,,,2449,,,,,,,0.3122907280921936,,,,
1,,,2499,,,,,,,0.30764442682266235,,,,
1,,,2549,,,,,,,0.30328094959259033,,,,
1,,,2599,,,,,,,0.2999890446662903,,,,
1,,,2649,,,,,,,0.2959681451320648,,,,
1,,,2699,,,,,,,0.29316094517707825,,,,
1,,,2749,,,,,,,0.2896919846534729,,,,
1,,,2799,,,,,,,0.286313533782959,,,,
1,,,2849,,,,,,,0.2834761440753937,,,,
1,,,2899,,,,,,,0.2806979715824127,,,,
1,,,2949,,,,,,,0.27748003602027893,,,,
1,,,2999,,,,,,,0.2733360826969147,,,,
1,,,3049,,,,,,,0.2698623836040497,,,,
1,,,3099,,,,,,,0.26698264479637146,,,,
1,,,3149,,,,,,,0.26447203755378723,,,,
1,,,3199,,,,,,,0.26135003566741943,,,,
1,,,3249,,,,,,,0.2588634788990021,,,,
1,,,3299,,,,,,,0.2558336555957794,,,,
1,,,3349,,,,,,,0.25310489535331726,,,,
1,,,3399,,,,,,,0.2514919936656952,,,,
1,,,3449,,,,,,,0.24901117384433746,,,,
1,,,3499,,,,,,,0.2469058781862259,,,,
1,,,3549,,,,,,,0.2453542798757553,,,,
1,,,3599,,,,,,,0.2428850531578064,,,,
1,,,3649,,,,,,,0.24082131683826447,,,,
1,,,3699,,,,,,,0.23871204257011414,,,,
1,,,3749,,,,,,,0.2367457002401352,,,,
1,,,3799,,,,,,,0.2352844476699829,,,,
1,,,3849,,,,,,,0.2330503910779953,,,,
1,,,3899,,,,,,,0.23111359775066376,,,,
1,,,3949,,,,,,,0.22859884798526764,,,,
1,,,3999,,,,,,,0.22777797281742096,,,,
1,,,4049,,,,,,,0.22637224197387695,,,,
1,,,4099,,,,,,,0.22475498914718628,,,,
1,,,4149,,,,,,,0.22296397387981415,,,,
1,,,4199,,,,,,,0.2217898964881897,,,,
1,,,4249,,,,,,,0.22016224265098572,,,,
1,,,4299,,,,,,,0.21933910250663757,,,,
1,,,4349,,,,,,,0.2185463160276413,,,,
1,,,4399,,,,,,,0.21718913316726685,,,,
1,,,4449,,,,,,,0.21601036190986633,,,,
1,,,4499,,,,,,,0.21506333351135254,,,,
1,,,4549,,,,,,,0.2139344960451126,,,,
1,,,4599,,,,,,,0.21318361163139343,,,,
1,,,4649,,,,,,,0.21228203177452087,,,,
1,,,4699,,,,,,,0.21191801130771637,,,,
1,,,4749,,,,,,,0.2111583650112152,,,,
1,,,4799,,,,,,,0.20986445248126984,,,,
1,,,4849,,,,,,,0.2095186859369278,,,,
1,,,4881,,,,,,,,0.19253869354724884,0.12983664870262146,0.29448893666267395,0.15329045057296753
,0.00011273672514291846,0.00011273672514291846,4882,,,,,,,,,,,
2,,,4899,,,,,,,0.2086786925792694,,,,
2,,,4949,,,,,,,0.20795932412147522,,,,
2,,,4999,,,,,,,0.20737652480602264,,,,
2,,,5049,,,,,,,0.20642141997814178,,,,
2,,,5099,,,,,,,0.20573489367961884,,,,
2,,,5149,,,,,,,0.20500527322292328,,,,
2,,,5199,,,,,,,0.20434173941612244,,,,
2,,,5249,,,,,,,0.20368529856204987,,,,
2,,,5299,,,,,,,0.2022978514432907,,,,
2,,,5349,,,,,,,0.20161819458007812,,,,
2,,,5399,,,,,,,0.20064139366149902,,,,
2,,,5449,,,,,,,0.2000310719013214,,,,
2,,,5499,,,,,,,0.19906534254550934,,,,
2,,,5549,,,,,,,0.1978682577610016,,,,
2,,,5599,,,,,,,0.19697323441505432,,,,
2,,,5649,,,,,,,0.19652307033538818,,,,
2,,,5699,,,,,,,0.19461068511009216,,,,
2,,,5749,,,,,,,0.19370552897453308,,,,
2,,,5799,,,,,,,0.19335711002349854,,,,
2,,,5849,,,,,,,0.19212044775485992,,,,
2,,,5899,,,,,,,0.192212775349617,,,,
2,,,5949,,,,,,,0.19196820259094238,,,,
2,,,5999,,,,,,,0.19098542630672455,,,,
2,,,6049,,,,,,,0.19045139849185944,,,,
2,,,6099,,,,,,,0.18966041505336761,,,,
2,,,6149,,,,,,,0.1893383264541626,,,,
2,,,6199,,,,,,,0.18855561316013336,,,,
2,,,6249,,,,,,,0.18769654631614685,,,,
2,,,6299,,,,,,,0.1872563660144806,,,,
2,,,6349,,,,,,,0.18637007474899292,,,,
2,,,6399,,,,,,,0.18614646792411804,,,,
2,,,6449,,,,,,,0.18526798486709595,,,,
2,,,6499,,,,,,,0.18462541699409485,,,,
2,,,6549,,,,,,,0.18379946053028107,,,,
2,,,6599,,,,,,,0.18312187492847443,,,,
2,,,6649,,,,,,,0.1821528524160385,,,,
2,,,6699,,,,,,,0.1823178231716156,,,,
2,,,6749,,,,,,,0.1818675994873047,,,,
2,,,6799,,,,,,,0.18165110051631927,,,,
2,,,6849,,,,,,,0.1813574731349945,,,,
2,,,6899,,,,,,,0.18040423095226288,,,,
2,,,6949,,,,,,,0.1800580620765686,,,,
2,,,6999,,,,,,,0.17969445884227753,,,,
2,,,7049,,,,,,,0.17967559397220612,,,,
2,,,7099,,,,,,,0.17970803380012512,,,,
2,,,7149,,,,,,,0.1791459172964096,,,,
2,,,7199,,,,,,,0.17847202718257904,,,,
2,,,7249,,,,,,,0.17834964394569397,,,,
2,,,7299,,,,,,,0.1776990443468094,,,,
2,,,7322,,,,,,,,0.18400847911834717,0.12132307887077332,0.28140243887901306,0.14929987490177155
,0.00011273672514291846,0.00011273672514291846,7323,,,,,,,,,,,
3,,,7349,,,,,,,0.1773923933506012,,,,
